"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"285","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","47","Parameter 'pParams' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"286","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","47","The method 'runCreditCardProcess' has a Cyclomatic Complexity of 24.","Code Size","CyclomaticComplexity"
"287","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","47","The method runCreditCardProcess() has an NPath complexity of 12120","Code Size","NPathComplexity"
"288","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","48","A method/constructor shouldnt explicitly throw java.lang.Exception","Strict Exceptions","SignatureDeclareThrowsException"
"289","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","48","Parameter 'pResult' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"290","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","50","Found 'DD'-anomaly for variable 'result' (lines '50'-'114').","Controversial","DataflowAnomalyAnalysis"
"291","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","51","Found 'DD'-anomaly for variable 'systemError' (lines '51'-'66').","Controversial","DataflowAnomalyAnalysis"
"292","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","52","Found 'DD'-anomaly for variable 'siteID' (lines '52'-'55').","Controversial","DataflowAnomalyAnalysis"
"293","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","54","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"294","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","55","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"295","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","55","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"296","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","57","Local variable 'cybersourceTagOn' could be declared final","Optimization","LocalVariableCouldBeFinal"
"297","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"298","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","60","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"299","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","63","Deeply nested if..then statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"300","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","71","Local variable 'request' could be declared final","Optimization","LocalVariableCouldBeFinal"
"301","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","73","Deeply nested if..then statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"302","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","76","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"303","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","76","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"304","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","81","Found 'DU'-anomaly for variable 'startTime' (lines '81'-'172').","Controversial","DataflowAnomalyAnalysis"
"305","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","81","Local variable 'startTime' could be declared final","Optimization","LocalVariableCouldBeFinal"
"306","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","83","Local variable 'pRequest' could be declared final","Optimization","LocalVariableCouldBeFinal"
"307","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","84","Local variable 'cyberSourceVO' could be declared final","Optimization","LocalVariableCouldBeFinal"
"308","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","84","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"309","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","86","Local variable 'totalAmount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"310","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","86","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"311","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","86","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"312","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","87","Local variable 'creditCardNum' could be declared final","Optimization","LocalVariableCouldBeFinal"
"313","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","87","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"314","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"315","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"316","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"317","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"318","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"319","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"320","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"321","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"322","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","93","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"323","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"324","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"325","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","96","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"326","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","99","Local variable 'minAuthAmount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"327","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","100","Found 'DD'-anomaly for variable 'authAmount' (lines '100'-'102').","Controversial","DataflowAnomalyAnalysis"
"328","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","104","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"329","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","104","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"330","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","106","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"331","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","106","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"332","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","106","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"333","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","109","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"334","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","110","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"335","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","111","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"336","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","119","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"337","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","131","Local variable 'reply' could be declared final","Optimization","LocalVariableCouldBeFinal"
"338","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","132","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"339","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","132","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"340","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","132","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"341","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","133","Found 'DU'-anomaly for variable 'originalAuthTime' (lines '133'-'172').","Controversial","DataflowAnomalyAnalysis"
"342","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","133","Local variable 'originalAuthTime' could be declared final","Optimization","LocalVariableCouldBeFinal"
"343","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","133","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"344","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","133","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"345","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","133","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"346","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","133","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"347","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","134","Found 'DU'-anomaly for variable 'originalAuthCode' (lines '134'-'172').","Controversial","DataflowAnomalyAnalysis"
"348","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","134","Local variable 'originalAuthCode' could be declared final","Optimization","LocalVariableCouldBeFinal"
"349","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","134","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"350","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","134","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"351","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","134","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"352","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","134","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"353","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","135","Found 'DU'-anomaly for variable 'originalAvsCode' (lines '135'-'172').","Controversial","DataflowAnomalyAnalysis"
"354","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","135","Local variable 'originalAvsCode' could be declared final","Optimization","LocalVariableCouldBeFinal"
"355","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","135","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"356","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","135","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"357","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","135","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"358","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","135","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"359","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","136","Local variable 'originalRequestID' could be declared final","Optimization","LocalVariableCouldBeFinal"
"360","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","136","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"361","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","136","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"362","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","136","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"363","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","137","Avoid excessively long variable names like originalAuthAmount","Naming","LongVariable"
"364","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","137","Local variable 'originalAuthAmount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"365","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","137","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"366","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"367","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"368","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"369","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"370","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"371","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","147","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"372","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","148","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"373","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","149","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"374","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","149","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"375","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","152","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"376","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","152","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"377","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","152","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"378","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","152","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"379","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","153","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"380","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","153","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"381","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","153","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"382","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","153","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"383","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","154","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"384","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","154","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"385","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","154","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"386","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","154","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"387","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","155","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"388","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","155","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"389","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","156","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"390","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","156","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"391","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","156","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"392","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","156","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"393","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","159","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"394","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","160","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"395","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","181","Parameter 'errorFlag' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"396","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","181","Parameter 'pParams' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"397","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","181","The method 'checkError' has a Cyclomatic Complexity of 19.","Code Size","CyclomaticComplexity"
"398","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","181","The method checkError() has an NPath complexity of 2028","Code Size","NPathComplexity"
"399","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","182","Local variable 'request' could be declared final","Optimization","LocalVariableCouldBeFinal"
"400","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","183","Found 'DD'-anomaly for variable 'reasonCode' (lines '183'-'195').","Controversial","DataflowAnomalyAnalysis"
"401","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","5","186","Found 'DU'-anomaly for variable 'cyberSourceVO' (lines '186'-'257').","Controversial","DataflowAnomalyAnalysis"
"402","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","186","Local variable 'cyberSourceVO' could be declared final","Optimization","LocalVariableCouldBeFinal"
"403","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","186","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"404","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","190","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"405","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","195","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"406","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","195","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"407","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","196","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"408","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","197","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"409","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","199","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"410","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","199","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"411","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","199","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"412","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","199","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"413","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","205","Comment is too large: Line too long","Comments","CommentSize"
"414","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","206","Comment is too large: Line too long","Comments","CommentSize"
"415","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","207","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"416","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","207","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"417","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","207","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"418","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","207","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"419","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","207","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"420","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","211","Local variable 'requestMessage' could be declared final","Optimization","LocalVariableCouldBeFinal"
"421","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","212","Local variable 'totalAmount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"422","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","212","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"423","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","212","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"424","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","213","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"425","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","214","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"426","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","217","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"427","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","218","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"428","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","220","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"429","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","220","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"430","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","220","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"431","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","220","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"432","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","226","Comment is too large: Line too long","Comments","CommentSize"
